% time	cellId	IMSI	RNTI	rsrp	sinr
0.0582143	1	2	3	4.22698e-13	891.204
0.0872143	1	1	1	4.22113e-11	88989.2
0.0312143	3	8	1	0.00055441	93672.3
0.131214	2	2	1	0.00333333	7.02728e+12
0.0582143	1	3	1	4.22698e-13	891.204
0.0822143	1	1	1	0.00333333	7.02728e+12
0.132214	1	1	1	0.00333333	7.02728e+12
0.0312143	3	9	3	0.00905964	9.82376e+06
0.0912143	1	1	1	1.35925e-07	2.86556e+08
0.132214	2	2	1	0.00333333	7.02728e+12
0.133214	1	1	1	0.00333333	7.02728e+12
0.0312143	4	10	3	0.00414482	1.34617e+06
0.0882143	1	1	1	4.22113e-11	88989.2
0.133214	2	2	1	0.00333333	7.02728e+12
0.0312143	4	11	2	0.0771702	1.32605e+07
0.134214	1	1	1	0.00333333	7.02728e+12
0.134214	2	2	1	0.00333333	7.02728e+12
0.135214	1	1	1	0.00333333	7.02728e+12
0.0832143	1	1	1	0.00333333	7.02728e+12
0.0892143	1	1	1	4.22113e-11	88989.2
0.0922143	1	1	1	1.35925e-07	2.86556e+08
0.135214	2	2	1	0.00333333	7.02728e+12
0.0312143	4	12	1	0.0144544	2.58655e+06
0.136214	1	1	1	0.00333333	7.02728e+12
0.0312143	5	13	1	0.00118452	2.05358e+06
0.0902143	1	1	1	4.22113e-11	88989.2
0.0592143	1	1	2	4.22698e-13	891.204
0.136214	2	2	1	0.00333333	7.02728e+12
0.0592143	1	2	3	4.22698e-13	891.204
0.0912143	1	1	1	4.22113e-11	88989.2
0.0312143	5	14	2	0.014283	3.51546e+06
0.137214	1	1	1	0.00333333	7.02728e+12
0.0592143	1	3	1	4.22698e-13	891.204
0.0922143	1	1	1	4.22113e-11	88989.2
0.0842143	1	1	1	0.00333333	7.02728e+12
0.137214	2	2	1	0.00333333	7.02728e+12
0.0312143	5	15	3	0.0012764	331852
0.138214	1	1	1	0.00333333	7.02728e+12
0.138214	2	2	1	0.00333333	7.02728e+12
0.0932143	1	1	1	1.35925e-07	2.86556e+08
0.0932143	1	1	1	4.22113e-11	88989.2
0.0312143	6	16	1	0.0215626	3.41966e+06
0.139214	1	1	1	0.00333333	7.02728e+12
0.139214	2	2	1	0.00333333	7.02728e+12
0.0942143	1	1	1	4.22113e-11	88989.2
0.0312143	6	17	2	0.0119628	9.88332e+06
0.140214	1	1	1	0.00333333	7.02728e+12
0.0952143	1	1	1	4.22113e-11	88989.2
0.140214	2	2	1	0.00333333	7.02728e+12
0.0852143	1	1	1	0.00333333	7.02728e+12
0.141214	1	1	1	0.00333333	7.02728e+12
0.0312143	6	18	3	0.00202089	400814
0.141214	2	2	1	0.00333333	7.02728e+12
0.0942143	1	1	1	1.35925e-07	2.86556e+08
0.142214	1	1	1	0.00333333	7.02728e+12
0.0962143	1	1	1	4.22113e-11	88989.2
0.142214	2	2	1	0.00333333	7.02728e+12
0.0602143	1	1	2	4.22698e-13	891.204
0.0972143	1	1	1	4.22113e-11	88989.2
0.143214	1	1	1	0.00333333	7.02728e+12
0.0602143	1	2	3	4.22698e-13	891.204
0.143214	2	2	1	0.00333333	7.02728e+12
0.0602143	1	3	1	4.22698e-13	891.204
0.0862143	1	1	1	0.00333333	7.02728e+12
0.144214	1	1	1	0.00333333	7.02728e+12
0.0952143	1	1	1	1.35925e-07	2.86556e+08
0.144214	2	2	1	0.00333333	7.02728e+12
0.0982143	1	1	1	4.22113e-11	88989.2
0.0352143	1	1	1	1.35925e-07	5.55702
0.145214	1	1	1	0.00333333	7.02728e+12
0.0352143	1	2	2	1.29123e-07	5.34057
0.0992143	1	1	1	4.22113e-11	88989.2
0.0872143	1	1	1	0.00333333	7.02728e+12
0.145214	2	2	1	0.00333333	7.02728e+12
0.0352143	2	3	1	2.73664e-08	1.61115
0.0962143	1	1	1	1.35925e-07	2.86556e+08
0.146214	1	1	1	0.00333333	7.02728e+12
0.0352143	2	4	2	1.17333e-07	6.04923
0.146214	2	2	1	0.00333333	7.02728e+12
0.0882143	1	1	1	0.00333333	7.02728e+12
0.0352143	3	5	2	5.7693e-08	2.45217
0.147214	1	1	1	0.00333333	7.02728e+12
0.0612143	1	1	2	4.22698e-13	891.204
0.100214	1	1	1	4.22113e-11	88989.2
0.147214	2	2	1	0.00333333	7.02728e+12
0.0352143	3	6	1	1.02661e-07	9.56154
0.148214	1	1	1	0.00333333	7.02728e+12
0.0612143	1	2	3	4.22698e-13	891.204
0.0352143	4	7	1	5.58632e-08	4.86241
0.148214	2	2	1	0.00333333	7.02728e+12
0.149214	1	1	1	0.00333333	7.02728e+12
0.0612143	1	3	1	4.22698e-13	891.204
0.0892143	1	1	1	0.00333333	7.02728e+12
0.0972143	1	1	1	1.35925e-07	2.86556e+08
0.0352143	4	8	2	3.62359e-08	1.65206
0.149214	2	2	1	0.00333333	7.02728e+12
0.150214	1	1	1	0.00333333	7.02728e+12
0.101214	1	1	1	4.22113e-11	88989.2
0.150214	2	2	1	0.00333333	7.02728e+12
0.102214	1	1	1	4.22113e-11	88989.2
0.0352143	5	9	2	4.65211e-08	3.1381
0.151214	1	1	1	0.00333333	7.02728e+12
0.0352143	5	10	1	2.29818e-08	2.12464
0.151214	2	2	1	0.00333333	7.02728e+12
0.152214	1	1	1	0.00333333	7.02728e+12
0.103214	1	1	1	4.22113e-11	88989.2
0.152214	2	2	1	0.00333333	7.02728e+12
0.0982143	1	1	1	1.35925e-07	2.86556e+08
0.0902143	1	1	1	0.00333333	7.02728e+12
0.153214	1	1	1	0.00333333	7.02728e+12
0.104214	2	1	1	4.22113e-11	88989.2
0.153214	2	2	1	0.00333333	7.02728e+12
0.0622143	1	1	2	4.22698e-13	891.204
0.105214	2	1	1	4.22113e-11	88989.2
0.154214	1	1	1	0.00333333	7.02728e+12
0.0622143	1	2	3	4.22698e-13	891.204
0.154214	2	2	1	0.00333333	7.02728e+12
0.0622143	1	3	1	4.22698e-13	891.204
0.0992143	1	1	1	1.35925e-07	2.86556e+08
0.106214	2	1	1	4.22113e-11	88989.2
0.155214	1	1	1	0.00333333	7.02728e+12
0.0912143	1	1	1	0.00333333	7.02728e+12
0.155214	2	2	1	0.00333333	7.02728e+12
0.156214	1	1	1	0.00333333	7.02728e+12
0.107214	2	1	1	4.22113e-11	88989.2
0.156214	2	2	1	0.00333333	7.02728e+12
0.0322143	1	1	1	0.000616772	697200
0.157214	1	1	1	0.00333333	7.02728e+12
0.0322143	1	2	2	0.000328732	75616.3
0.100214	1	1	1	1.35925e-07	2.86556e+08
0.157214	2	2	1	0.00333333	7.02728e+12
0.0322143	1	3	3	0.0114831	6.44455e+06
0.158214	1	1	1	0.00333333	7.02728e+12
0.108214	2	1	1	4.22113e-11	88989.2
0.158214	2	2	1	0.00333333	7.02728e+12
0.0322143	2	4	2	0.00829722	803484
0.159214	1	1	1	0.00333333	7.02728e+12
0.0922143	1	1	1	0.00333333	7.02728e+12
0.0322143	2	5	1	0.00691353	1.16629e+06
0.159214	2	2	1	0.00333333	7.02728e+12
0.0632143	1	1	2	4.22698e-13	891.204
0.160214	1	1	1	0.00333333	7.02728e+12
0.109214	2	1	1	4.22113e-11	88989.2
0.0322143	2	6	3	0.0295529	3.07354e+07
0.160214	2	2	1	0.00333333	7.02728e+12
0.0632143	1	2	3	4.22698e-13	891.204
0.101214	1	1	1	1.35925e-07	2.86556e+08
0.110214	2	1	1	4.22113e-11	88989.2
0.0322143	3	7	2	0.0609386	7.849e+07
0.0632143	1	3	1	4.22698e-13	891.204
0.161214	1	1	1	0.00333333	7.02728e+12
0.0322143	3	8	1	0.00055441	93672.3
0.0322143	3	9	3	0.00905964	9.82376e+06
0.161214	2	2	1	0.00333333	7.02728e+12
0.111214	2	1	1	4.22113e-11	88989.2
0.102214	1	1	1	1.35925e-07	2.86556e+08
0.0322143	4	10	3	0.00414482	1.34617e+06
0.162214	1	1	1	0.00333333	7.02728e+12
0.0932143	1	1	1	0.00333333	7.02728e+12
0.162214	2	2	1	0.00333333	7.02728e+12
0.0322143	4	11	2	0.0771702	1.32605e+07
0.163214	1	1	1	0.00333333	7.02728e+12
0.0322143	4	12	1	0.0144544	2.58655e+06
0.163214	2	2	1	0.00333333	7.02728e+12
0.112214	2	1	1	4.22113e-11	88989.2
0.0322143	5	13	1	0.00118452	2.05358e+06
0.164214	1	1	1	0.00333333	7.02728e+12
0.164214	2	2	1	0.00333333	7.02728e+12
0.0322143	5	14	2	0.014283	3.51546e+06
0.103214	1	1	1	1.35925e-07	2.86556e+08
0.165214	1	1	1	0.00333333	7.02728e+12
0.0642143	1	1	2	4.22698e-13	891.204
0.113214	2	1	1	4.22113e-11	88989.2
0.0322143	5	15	3	0.0012764	331852
0.165214	2	2	1	0.00333333	7.02728e+12
0.0942143	1	1	1	0.00333333	7.02728e+12
0.0642143	1	2	3	4.22698e-13	891.204
0.0362143	1	1	1	1.35925e-07	5.55702
0.166214	1	1	1	0.00333333	7.02728e+12
0.0322143	6	16	1	0.0215626	3.41966e+06
0.114214	2	1	1	4.22113e-11	88989.2
0.0642143	1	3	1	4.22698e-13	891.204
0.166214	2	2	1	0.00333333	7.02728e+12
0.0362143	1	2	2	1.29123e-07	5.34057
0.0322143	6	17	2	0.0119628	9.88332e+06
0.115214	2	1	1	4.22113e-11	88989.2
0.167214	1	1	1	0.00333333	7.02728e+12
0.0362143	2	3	1	2.73664e-08	1.61115
0.0322143	6	18	3	0.00202089	400814
0.104214	1	1	1	1.35925e-07	2.86556e+08
0.167214	2	2	1	0.00333333	7.02728e+12
0.0362143	2	4	2	1.17333e-07	6.04923
0.168214	1	1	1	0.00333333	7.02728e+12
0.168214	2	2	1	0.00333333	7.02728e+12
0.0362143	3	5	2	5.7693e-08	2.45217
0.116214	2	1	1	4.22113e-11	88989.2
0.0952143	1	1	1	0.00333333	7.02728e+12
0.0362143	3	6	1	1.02661e-07	9.56154
0.169214	1	1	1	0.00333333	7.02728e+12
0.169214	2	2	1	0.00333333	7.02728e+12
0.0362143	4	7	1	5.58632e-08	4.86241
0.117214	2	1	1	4.22113e-11	88989.2
0.170214	1	1	1	0.00333333	7.02728e+12
0.0362143	4	8	2	3.62359e-08	1.65206
0.170214	2	2	1	0.00333333	7.02728e+12
0.105214	1	1	1	1.35925e-07	2.86556e+08
0.0652143	1	1	2	4.22698e-13	891.204
0.0362143	5	9	2	4.65211e-08	3.1381
0.171214	1	1	1	0.00333333	7.02728e+12
0.0652143	1	2	3	4.22698e-13	891.204
0.0362143	5	10	1	2.29818e-08	2.12464
0.171214	2	2	1	0.00333333	7.02728e+12
0.0652143	1	3	1	4.22698e-13	891.204
0.172214	1	1	1	0.00333333	7.02728e+12
0.172214	2	2	1	0.00333333	7.02728e+12
0.173214	1	1	1	0.00333333	7.02728e+12
0.173214	2	2	1	0.00333333	7.02728e+12
0.174214	1	1	1	0.00333333	7.02728e+12
0.174214	2	2	1	0.00333333	7.02728e+12
0.175214	1	1	1	0.00333333	7.02728e+12
0.0962143	1	1	1	0.00333333	7.02728e+12
0.118214	2	1	1	4.22113e-11	88989.2
0.175214	2	2	1	0.00333333	7.02728e+12
0.106214	1	1	1	1.35925e-07	2.86556e+08
0.176214	1	1	1	0.00333333	7.02728e+12
0.176214	2	2	1	0.00333333	7.02728e+12
0.177214	1	1	1	0.00333333	7.02728e+12
0.177214	2	2	1	0.00333333	7.02728e+12
0.0662143	1	1	2	4.22698e-13	891.204
0.178214	1	1	1	0.00333333	7.02728e+12
0.119214	2	1	1	4.22113e-11	88989.2
0.0662143	1	2	3	4.22698e-13	891.204
0.178214	2	2	1	0.00333333	7.02728e+12
0.0972143	1	1	1	0.00333333	7.02728e+12
0.0662143	1	3	1	4.22698e-13	891.204
0.179214	1	1	1	0.00333333	7.02728e+12
0.107214	1	1	1	1.35925e-07	2.86556e+08
0.179214	2	2	1	0.00333333	7.02728e+12
0.120214	2	1	1	4.22113e-11	88989.2
0.180214	1	1	1	0.00333333	7.02728e+12
0.180214	2	2	1	0.00333333	7.02728e+12
0.181214	1	1	1	0.00333333	7.02728e+12
0.0982143	1	1	1	0.00333333	7.02728e+12
0.181214	2	2	1	0.00333333	7.02728e+12
0.108214	1	1	1	1.35925e-07	2.86556e+08
0.182214	1	1	1	0.00333333	7.02728e+12
0.182214	2	2	1	0.00333333	7.02728e+12
0.121214	2	1	1	4.22113e-11	88989.2
0.0672143	1	1	2	4.22698e-13	891.204
0.183214	1	1	1	0.00333333	7.02728e+12
0.0672143	1	2	3	4.22698e-13	891.204
0.183214	2	2	1	0.00333333	7.02728e+12
0.0992143	1	1	1	0.00333333	7.02728e+12
0.184214	1	1	1	0.00333333	7.02728e+12
0.0672143	1	3	1	4.22698e-13	891.204
0.184214	2	2	1	0.00333333	7.02728e+12
0.109214	1	1	1	1.35925e-07	2.86556e+08
0.122214	2	1	1	4.22113e-11	88989.2
0.185214	1	1	1	0.00333333	7.02728e+12
0.185214	2	2	1	0.00333333	7.02728e+12
0.186214	1	1	1	0.00333333	7.02728e+12
0.186214	2	2	1	0.00333333	7.02728e+12
0.100214	1	1	1	0.00333333	7.02728e+12
0.123214	2	1	1	4.22113e-11	88989.2
0.187214	1	1	1	0.00333333	7.02728e+12
0.110214	1	1	1	1.35925e-07	2.86556e+08
0.187214	2	2	1	0.00333333	7.02728e+12
0.0372143	1	1	1	1.35925e-07	5.55702
0.188214	1	1	1	0.00333333	7.02728e+12
0.0682143	1	1	2	4.22698e-13	891.204
0.188214	2	2	1	0.00333333	7.02728e+12
0.124214	2	1	1	4.22113e-11	88989.2
0.0372143	1	2	2	1.29123e-07	5.34057
0.101214	1	1	1	0.00333333	7.02728e+12
0.189214	1	1	1	0.00333333	7.02728e+12
0.0682143	1	2	3	4.22698e-13	891.204
0.189214	2	2	1	0.00333333	7.02728e+12
0.0372143	2	3	1	2.73664e-08	1.61115
0.111214	1	1	1	1.35925e-07	2.86556e+08
0.0682143	1	3	1	4.22698e-13	891.204
0.190214	1	1	1	0.00333333	7.02728e+12
0.190214	2	2	1	0.00333333	7.02728e+12
0.125214	2	1	1	4.22113e-11	88989.2
0.0372143	2	4	2	1.17333e-07	6.04923
0.191214	1	1	1	0.00333333	7.02728e+12
0.102214	1	1	1	0.00333333	7.02728e+12
0.191214	2	2	1	0.00333333	7.02728e+12
0.112214	1	1	1	1.35925e-07	2.86556e+08
0.0372143	3	5	2	5.7693e-08	2.45217
0.126214	2	1	1	4.22113e-11	88989.2
0.192214	1	1	1	0.00333333	7.02728e+12
0.192214	2	2	1	0.00333333	7.02728e+12
0.0372143	3	6	1	1.02661e-07	9.56154
0.193214	1	1	1	0.00333333	7.02728e+12
0.127214	2	1	1	4.22113e-11	88989.2
0.193214	2	2	1	0.00333333	7.02728e+12
0.0692143	1	1	2	4.22698e-13	891.204
0.0372143	4	7	1	5.58632e-08	4.86241
0.113214	1	1	1	1.35925e-07	2.86556e+08
0.0692143	1	2	3	4.22698e-13	891.204
0.194214	1	1	1	0.00333333	7.02728e+12
0.103214	1	1	1	0.00333333	7.02728e+12
0.194214	2	2	1	0.00333333	7.02728e+12
0.0692143	1	3	1	4.22698e-13	891.204
0.195214	1	1	1	0.00333333	7.02728e+12
0.0372143	4	8	2	3.62359e-08	1.65206
0.195214	2	2	1	0.00333333	7.02728e+12
0.196214	1	1	1	0.00333333	7.02728e+12
0.114214	1	1	1	1.35925e-07	2.86556e+08
0.128214	2	1	1	4.22113e-11	88989.2
0.0372143	5	9	2	4.65211e-08	3.1381
0.196214	2	2	1	0.00333333	7.02728e+12
0.0332143	1	1	1	0.000616772	697200
0.197214	1	1	1	0.00333333	7.02728e+12
0.129214	2	1	1	4.22113e-11	88989.2
0.0372143	5	10	1	2.29818e-08	2.12464
0.0332143	1	2	2	0.000328732	75616.3
0.104214	1	1	1	0.00333333	7.02728e+12
0.197214	2	2	1	0.00333333	7.02728e+12
0.198214	1	1	1	0.00333333	7.02728e+12
0.198214	2	2	1	0.00333333	7.02728e+12
0.0332143	1	3	3	0.0114831	6.44455e+06
0.130214	2	1	1	4.22113e-11	88989.2
0.199214	1	1	1	0.00333333	7.02728e+12
0.115214	1	1	1	1.35925e-07	2.86556e+08
0.199214	2	2	1	0.00333333	7.02728e+12
0.0332143	2	4	2	0.00829722	803484
0.0702143	1	1	2	4.22698e-13	891.204
0.200214	1	1	1	0.00333333	7.02728e+12
0.200214	2	2	1	0.00333333	7.02728e+12
0.0702143	1	2	3	4.22698e-13	891.204
0.0332143	2	5	1	0.00691353	1.16629e+06
0.105214	1	1	1	0.00333333	7.02728e+12
0.131214	2	1	1	4.22113e-11	88989.2
0.00.0662143	1	2	2	1.29123e-07	5.34057
0.179214	1	2	3	4.22698e-13	891.204
0.320214	1	1	1	0.00333333	7.02728e+12
0.0502143	4	11	2	0.0771702	1.32605e+07
0.328214	1	1	1	1.35925e-07	2.86556e+08
0.0662143	2	3	1	2.73664e-08	1.61115
0.0502143	4	12	1	0.0144544	2.58655e+06
0.0662143	2	4	2	1.17333e-07	6.04923
0.0502143	5	13	1	0.00118452	2.05358e+06
0.772214	1	1	1	0.00333333	7.02728e+12
0.179214	1	3	1	4.22698e-13	891.204
0.772214	2	2	1	0.00333333	7.02728e+12
0.0662143	3	5	2	5.7693e-08	2.45217
0.0502143	5	14	2	0.014283	3.51546e+06
0.0662143	3	6	1	1.02661e-07	9.56154
0.0502143	5	15	3	0.0012764	331852
0.0662143	4	7	1	5.58632e-08	4.86241
0.773214	1	1	1	0.00333333	7.02728e+12
0.0502143	6	16	1	0.0215626	3.41966e+06
0.0662143	4	8	2	3.62359e-08	1.65206
0.329214	1	1	1	1.35925e-07	2.86556e+08
0.0502143	6	17	2	0.0119628	9.88332e+06
0.321214	1	1	1	0.00333333	7.02728e+12
0.773214	2	2	1	0.00333333	7.02728e+12
0.0662143	5	9	2	4.65211e-08	3.1381
0.774214	1	1	1	0.00333333	7.02728e+12
0.0502143	6	18	3	0.00202089	400814
0.774214	2	2	1	0.00333333	7.02728e+12
0.0662143	5	10	1	2.29818e-08	2.12464
0.775214	1	1	1	0.00333333	7.02728e+12
0.775214	2	2	1	0.00333333	7.02728e+12
0.180214	1	1	2	4.22698e-13	891.204
0.330214	1	1	1	1.35925e-07	2.86556e+08
0.180214	1	2	3	4.22698e-13	891.204
0.776214	1	1	1	0.00333333	7.02728e+12
0.322214	1	1	1	0.00333333	7.02728e+12
0.776214	2	2	1	0.00333333	7.02728e+12
0.180214	1	3	1	4.22698e-13	891.204
0.777214	1	1	1	0.00333333	7.02728e+12
0.777214	2	2	1	0.00333333	7.02728e+12
0.778214	1	1	1	0.00333333	7.02728e+12
0.778214	2	2	1	0.00333333	7.02728e+12
0.779214	1	1	1	0.00333333	7.02728e+12
0.331214	1	1	1	1.35925e-07	2.86556e+08
0.323214	1	1	1	0.00333333	7.02728e+12
0.779214	2	2	1	0.00333333	7.02728e+12
0.780214	1	1	1	0.00333333	7.02728e+12
0.780214	2	2	1	0.00333333	7.02728e+12
0.181214	1	1	2	4.22698e-13	891.204
0.781214	1	1	1	0.00333333	7.02728e+12
0.181214	1	2	3	4.22698e-13	891.204
0.781214	2	2	1	0.00333333	7.02728e+12
0.332214	1	1	1	1.35925e-07	2.86556e+08
0.324214	1	1	1	0.00333333	7.02728e+12
0.181214	1	3	1	4.22698e-13	891.204
0.782214	1	1	1	0.00333333	7.02728e+12
0.782214	2	2	1	0.00333333	7.02728e+12
0.783214	1	1	1	0.00333333	7.02728e+12
0.783214	2	2	1	0.00333333	7.02728e+12
0.333214	1	1	1	1.35925e-07	2.86556e+08
0.784214	1	1	1	0.00333333	7.02728e+12
0.325214	1	1	1	0.00333333	7.02728e+12
0.784214	2	2	1	0.00333333	7.02728e+12
0.785214	1	1	1	0.00333333	7.02728e+12
0.785214	2	2	1	0.00333333	7.02728e+12
0.182214	1	1	2	4.22698e-13	891.204
0.182214	1	2	3	4.22698e-13	891.204
0.786214	1	1	1	0.00333333	7.02728e+12
0.786214	2	2	1	0.00333333	7.02728e+12
0.326214	1	1	1	0.00333333	7.02728e+12
0.334214	1	1	1	1.35925e-07	2.86556e+08
0.787214	1	1	1	0.00333333	7.02728e+12
0.182214	1	3	1	4.22698e-13	891.204
0.787214	2	2	1	0.00333333	7.02728e+12
0.788214	1	1	1	0.00333333	7.02728e+12
0.788214	2	2	1	0.00333333	7.02728e+12
0.789214	1	1	1	0.00333333	7.02728e+12
0.789214	2	2	1	0.00333333	7.02728e+12
0.790214	1	1	1	0.00333333	7.02728e+12
0.790214	2	2	1	0.00333333	7.02728e+12
0.335214	1	1	1	1.35925e-07	2.86556e+08
0.791214	1	1	1	0.00333333	7.02728e+12
0.791214	2	2	1	0.00333333	7.02728e+12
0.327214	1	1	1	0.00333333	7.02728e+12
0.792214	1	1	1	0.00333333	7.02728e+12
0.0672143	1	1	1	1.35925e-07	5.55702
0.792214	2	2	1	0.00333333	7.02728e+12
0.183214	1	1	2	4.22698e-13	891.204
0.0672143	1	2	2	1.29123e-07	5.34057
0.793214	1	1	1	0.00333333	7.02728e+12
0.0672143	2	3	1	2.73664e-08	1.61115
0.793214	2	2	1	0.00333333	7.02728e+12
0.183214	1	2	3	4.22698e-13	891.204
0.336214	1	1	1	1.35925e-07	2.86556e+08
0.0672143	2	4	2	1.17333e-07	6.04923
0.183214	1	3	1	4.22698e-13	891.204
0.794214	1	1	1	0.00333333	7.02728e+12
0.328214	1	1	1	0.00333333	7.02728e+12
0.794214	2	2	1	0.00333333	7.02728e+12
0.0672143	3	5	2	5.7693e-08	2.45217
0.0672143	3	6	1	1.02661e-07	9.56154
0.795214	1	1	1	0.00333333	7.02728e+12
0.337214	1	1	1	1.35925e-07	2.86556e+08
0.329214	1	1	1	0.00333333	7.02728e+12
0.795214	2	2	1	0.00333333	7.02728e+12
0.0672143	4	7	1	5.58632e-08	4.86241
0.796214	1	1	1	0.00333333	7.02728e+12
0.0672143	4	8	2	3.62359e-08	1.65206
0.796214	2	2	1	0.00333333	7.02728e+12
0.797214	1	1	1	0.0033330.341214	1	1	1	0.00333333	7.02728e+12
0.190214	1	3	1	4.22698e-13	891.204
0.350214	1	1	1	1.35925e-07	2.86556e+08
0.0522143	1	1	1	0.000616772	697200
0.0522143	1	2	2	0.000328732	75616.3
0.823214	1	1	1	0.00333333	7.02728e+12
0.0522143	1	3	3	0.0114831	6.44455e+06
0.823214	2	2	1	0.00333333	7.02728e+12
0.0522143	2	4	2	0.00829722	803484
0.0522143	2	5	1	0.00691353	1.16629e+06
0.351214	1	1	1	1.35925e-07	2.86556e+08
0.342214	1	1	1	0.00333333	7.02728e+12
0.824214	1	1	1	0.00333333	2.84283e+07
0.0522143	2	6	3	0.0295529	3.07354e+07
0.824214	2	2	1	0.00333333	2.84283e+07
0.191214	1	1	2	4.22698e-13	891.204
0.0692143	1	1	1	1.35925e-07	5.55702
0.0522143	3	7	2	0.0609386	7.849e+07
0.191214	1	2	3	4.22698e-13	891.204
0.0692143	1	2	2	1.29123e-07	5.34057
0.825214	1	1	1	0.00333333	2.84283e+07
0.352214	1	1	1	1.35925e-07	2.86556e+08
0.0692143	2	3	1	2.73664e-08	1.61115
0.0522143	3	8	1	0.00055441	93672.3
0.191214	1	3	1	4.22698e-13	891.204
0.0692143	2	4	2	1.17333e-07	6.04923
0.0522143	3	9	3	0.00905964	9.82376e+06
0.825214	2	2	1	0.00333333	2.84283e+07
0.0692143	3	5	2	5.7693e-08	2.45217
0.826214	1	1	1	0.00333333	7.02728e+12
0.343214	1	1	1	0.00333333	7.02728e+12
0.826214	2	2	1	0.00333333	7.02728e+12
0.0692143	3	6	1	1.02661e-07	9.56154
0.0522143	4	10	3	0.00414482	1.34617e+06
0.827214	1	1	1	0.00333333	7.02728e+12
0.353214	1	1	1	1.35925e-07	2.86556e+08
0.0692143	4	7	1	5.58632e-08	4.86241
0.0522143	4	11	2	0.0771702	1.32605e+07
0.827214	2	2	1	0.00333333	7.02728e+12
0.0692143	4	8	2	3.62359e-08	1.65206
0.0522143	4	12	1	0.0144544	2.58655e+06
0.828214	1	1	1	0.00333333	7.02728e+12
0.828214	2	2	1	0.00333333	7.02728e+12
0.192214	1	1	2	4.22698e-13	891.204
0.0692143	5	9	2	4.65211e-08	3.1381
0.0522143	5	13	1	0.00118452	2.05358e+06
0.344214	1	1	1	0.00333333	7.02728e+12
0.192214	1	2	3	4.22698e-13	891.204
0.829214	1	1	1	0.00333333	7.02728e+12
0.0522143	5	14	2	0.014283	3.51546e+06
0.0692143	5	10	1	2.29818e-08	2.12464
0.829214	2	2	1	0.00333333	7.02728e+12
0.192214	1	3	1	4.22698e-13	891.204
0.354214	1	1	1	1.35925e-07	2.86556e+08
0.0522143	5	15	3	0.0012764	331852
0.830214	1	1	1	0.00333333	7.02728e+12
0.830214	2	2	1	0.00333333	7.02728e+12
0.0522143	6	16	1	0.0215626	3.41966e+06
0.0522143	6	17	2	0.0119628	9.88332e+06
0.831214	1	1	1	0.00333333	7.02728e+12
0.0522143	6	18	3	0.00202089	400814
0.831214	2	2	1	0.00333333	7.02728e+12
0.345214	1	1	1	0.00333333	7.02728e+12
0.355214	1	1	1	1.35925e-07	2.86556e+08
0.832214	1	1	1	0.00333333	7.02728e+12
0.832214	2	2	1	0.00333333	7.02728e+12
0.833214	1	1	1	0.00333333	7.02728e+12
0.833214	2	2	1	0.00333333	7.02728e+12
0.193214	1	1	2	4.22698e-13	891.204
0.834214	1	1	1	0.00333333	7.02728e+12
0.834214	2	2	1	0.00333333	7.02728e+12
0.346214	1	1	1	0.00333333	7.02728e+12
0.356214	1	1	1	1.35925e-07	2.86556e+08
0.193214	1	2	3	4.22698e-13	891.204
0.835214	1	1	1	0.00333333	7.02728e+12
0.835214	2	2	1	0.00333333	7.02728e+12
0.193214	1	3	1	4.22698e-13	891.204
0.836214	1	1	1	0.00333333	7.02728e+12
0.836214	2	2	1	0.00333333	7.02728e+12
0.837214	1	1	1	0.00333333	7.02728e+12
0.347214	1	1	1	0.00333333	7.02728e+12
0.837214	2	2	1	0.00333333	7.02728e+12
0.357214	1	1	1	1.35925e-07	2.86556e+08
0.838214	1	1	1	0.00333333	7.02728e+12
0.838214	2	2	1	0.00333333	7.02728e+12
0.839214	1	1	1	0.00333333	7.02728e+12
0.194214	1	1	2	4.22698e-13	891.204
0.839214	2	2	1	0.00333333	7.02728e+12
0.348214	1	1	1	0.00333333	7.02728e+12
0.840214	1	1	1	0.00333333	7.02728e+12
0.194214	1	2	3	4.22698e-13	891.204
0.840214	2	2	1	0.00333333	7.02728e+12
0.358214	1	1	1	1.35925e-07	2.86556e+08
0.194214	1	3	1	4.22698e-13	891.204
0.841214	1	1	1	0.00333333	7.02728e+12
0.841214	2	2	1	0.00333333	7.02728e+12
0.842214	1	1	1	0.00333333	7.02728e+12
0.842214	2	2	1	0.00333333	7.02728e+12
0.359214	1	1	1	1.35925e-07	2.86556e+08
0.349214	1	1	1	0.00333333	7.02728e+12
0.843214	1	1	1	0.00333333	7.02728e+12
0.843214	2	2	1	0.00333333	7.02728e+12
0.0702143	1	1	1	1.35925e-07	5.55702
0.844214	1	1	1	0.00333333	7.02728e+12
0.844214	2	2	1	0.00333333	7.02728e+12
0.0702143	1	2	2	1.29123e-07	5.34057
0.195214	1	1	2	4.22698e-13	891.204
0.0702143	2	3	1	2.73664e-08	1.61115
0.350214	1	1	1	0.00333333	7.02728e+12
0.845214	1	1	1	0.00333333	7.02728e+12
0.195214	1	2	3	4.22698e-13	891.204
0.845214	2	2	1	0.00333333	7.02728e+12
0.360214	1	1	1	1.35925e-07	2.86556e+08
0.0702143	2	4	2	1.17333e-07	6.04923
0.0702143	3	5	2	5.7693e-08	2.45217
0.846214	1	1	1	0.00333333	7.02728e+12
0.195214	1	3	1	4.22698e-13	891.204
