-2000	-500	1.5	13.2435
-2000	-459.596	1.5	13.0298
-2000	-419.192	1.5	12.8112
-2000	-378.788	1.5	12.5875
-2000	-338.384	1.5	12.3591
-2000	-297.98	1.5	12.126
-2000	-257.576	1.5	11.8883
-2000	-217.172	1.5	11.6464
-2000	-176.768	1.5	11.4003
-2000	-136.364	1.5	11.1503
-2000	-95.9596	1.5	10.8966
-2000	-55.5556	1.5	10.6396
-2000	-15.1515	1.5	10.3796
-2000	25.2525	1.5	10.1167
-2000	65.6566	1.5	9.85152
-2000	106.061	1.5	9.58428
-2000	146.465	1.5	9.31538
-2000	186.869	1.5	9.04525
-2000	227.273	1.5	8.77429
-2000	267.677	1.5	8.50296
-2000	308.081	1.5	8.23168
-2000	348.485	1.5	7.96093
-2000	388.889	1.5	7.69115
-2000	429.293	1.5	7.42282
-2000	469.697	1.5	7.15638
-2000	510.101	1.5	6.89231
-2000	550.505	1.5	6.63105
-2000	590.909	1.5	6.37303
-2000	631.313	1.5	6.11868
-2000	671.717	1.5	5.8684
-2000	712.121	1.5	5.62257
-2000	752.525	1.5	5.38155
-2000	792.929	1.5	5.14567
-2000	833.333	1.5	4.91524
-2000	873.737	1.5	4.69053
-2000	914.141	1.5	4.47179
-2000	954.545	1.5	4.25923
-2000	994.949	1.5	4.05303
-2000	1035.35	1.5	3.85333
-2000	1075.76	1.5	3.66025
-2000	1116.16	1.5	3.47388
-2000	1156.57	1.5	3.29426
-2000	1196.97	1.5	3.12144
-2000	1237.37	1.5	2.95539
-2000	1277.78	1.5	2.79609
-2000	1318.18	1.5	2.64348
-2000	1358.59	1.5	2.49749
-2000	1398.99	1.5	2.35803
-2000	1439.39	1.5	2.22496
-2000	1479.8	1.5	2.09817
-2000	1520.2	1.5	1.9775
-2000	1560.61	1.5	1.86279
-2000	1601.01	1.5	1.75387
-2000	1641.41	1.5	1.65056
-2000	1681.82	1.5	1.55268
-2000	1722.22	1.5	1.46003
-2000	1762.63	1.5	1.37241
-2000	1803.03	1.5	1.28963
-2000	1843.43	1.5	1.21149
-2000	1883.84	1.5	1.13779
-2000	1924.24	1.5	1.06833
-2000	1964.65	1.5	1.00292
-2000	2005.05	1.5	0.956496
-2000	2045.45	1.5	1.01994
-2000	2085.86	1.5	1.08748
-2000	2126.26	1.5	1.15932
-2000	2166.67	1.5	1.23571
-2000	2207.07	1.5	1.31687
-2000	2247.47	1.5	1.40306
-2000	2287.88	1.5	1.49452
-2000	2328.28	1.5	1.59151
-2000	2368.69	1.5	1.69428
-2000	2409.09	1.5	1.8031
-2000	2449.49	1.5	1.91824
-2000	2489.9	1.5	2.03996
-2000	2530.3	1.5	2.16853
-2000	2570.71	1.5	2.30421
-2000	2611.11	1.5	2.44728
-2000	2651.52	1.5	2.598
-2000	2691.92	1.5	2.75662
-2000	2732.32	1.5	2.92341
-2000	2772.73	1.5	3.0986
-2000	2813.13	1.5	3.28243
-2000	2853.54	1.5	3.47512
-2000	2893.94	1.5	3.67691
-2000	2934.34	1.5	3.88797
-2000	2974.75	1.5	4.1085
-2000	3015.15	1.5	4.33866
-2000	3055.56	1.5	4.5786
-2000	3095.96	1.5	4.82843
-2000	3136.36	1.5	5.08827
-2000	3176.77	1.5	5.35819
-2000	3217.17	1.5	5.63824
-2000	3257.58	1.5	5.92843
-2000	3297.98	1.5	6.22876
-2000	3338.38	1.5	6.53918
-2000	3378.79	1.5	6.85962
-2000	3419.19	1.5	7.18997
-2000	3459.6	1.5	7.53009
-2000	3500	1.5	7.87978
