1	68.684
2	68.7014
3	68.7302
4	68.7703
5	68.8213
6	68.883
7	68.9549
8	69.0365
9	69.1274
10	69.2271
11	69.3349
12	69.4504
13	69.5728
14	69.7017
15	69.8365
16	69.9765
17	70.1214
18	70.2704
19	70.4231
20	70.5792
21	70.738
22	70.8992
23	71.0623
24	71.2271
25	71.3932
26	71.5603
27	71.7281
28	71.8963
29	72.0648
30	72.2332
31	72.4015
32	72.5694
33	72.7367
34	72.9035
35	73.0694
36	73.2345
37	73.3986
38	73.5617
39	73.7236
40	73.8844
41	74.0439
42	74.2021
43	74.3589
44	74.5145
45	74.6686
46	74.8213
47	74.9726
48	75.1225
49	75.2709
50	75.4178
51	75.5633
52	75.7074
53	75.85
54	75.9912
55	76.1309
56	76.2692
57	76.4061
58	76.5416
59	76.6757
60	76.8084
61	76.9397
62	77.0697
63	77.1984
64	77.3257
65	77.4517
66	77.5764
67	77.6999
68	77.8221
69	77.9431
70	78.0628
71	78.1814
72	78.2987
73	78.4149
74	78.53
75	78.6439
76	78.7567
77	78.8683
78	78.9789
79	79.0885
80	79.197
81	79.3044
82	79.4108
83	79.5162
84	79.6207
85	79.7241
86	79.8266
87	79.9282
88	80.0288
89	80.1285
90	80.2273
91	80.3252
92	80.4223
93	80.5185
94	80.6138
95	80.7083
96	80.802
97	80.8949
98	80.9869
99	81.0782
100	81.1688
101	81.2585
102	81.3475
103	81.4358
104	81.5233
105	81.6101
106	81.6963
107	81.7817
108	81.8664
109	81.9505
110	82.0339
111	82.1166
112	82.1987
113	82.2801
114	82.3609
115	82.4411
116	82.5207
117	82.5997
118	82.6781
119	82.7559
120	82.8331
121	82.9098
122	82.9859
123	83.0614
124	83.1364
125	83.2108
126	83.2848
127	83.3581
128	83.431
129	83.5034
130	83.5752
131	83.6466
132	83.7174
133	83.7878
134	83.8577
135	83.9271
136	83.9961
137	84.0646
138	84.1326
139	84.2002
140	84.2674
141	84.3341
142	84.4004
143	84.4662
144	84.5316
145	84.5966
146	84.6612
147	84.7254
148	84.7892
149	84.8526
150	84.9156
151	84.9782
152	85.0404
153	85.1022
154	85.1637
155	85.2248
156	85.2855
157	85.3459
158	85.4059
159	85.4655
160	85.5248
161	85.5838
162	85.6424
163	85.7007
164	85.7586
165	85.8163
166	85.8735
167	85.9305
168	85.9871
169	86.0435
170	86.0995
171	86.1552
172	86.2106
173	86.2657
174	86.3204
175	86.3749
176	86.4291
177	86.483
178	86.5367
179	86.59
180	86.6431
181	86.6958
182	86.7483
183	86.8006
184	86.8525
185	86.9042
186	86.9556
187	87.0068
188	87.0577
189	87.1083
190	87.1587
191	87.2088
192	87.2587
193	87.3083
194	87.3577
195	87.4069
196	87.4558
197	87.5045
198	124.185
199	124.267
200	124.348
201	124.428
202	124.509
203	124.589
204	124.668
205	124.747
206	124.826
207	124.904
208	124.982
209	125.06
210	125.137
211	125.214
212	125.291
213	125.367
214	125.443
215	125.518
216	125.594
217	125.668
218	125.743
219	125.817
220	125.891
221	125.965
222	126.038
223	126.111
224	126.184
225	126.256
226	126.328
227	126.4
228	126.471
229	126.542
230	126.613
231	126.683
232	126.753
233	126.823
234	126.893
235	126.962
236	127.031
237	127.1
238	127.168
239	122.117
240	122.185
241	122.253
242	122.32
243	122.387
244	122.454
245	122.521
246	122.587
247	122.653
248	122.719
249	122.784
250	122.85
251	122.915
252	122.979
253	123.044
254	123.108
255	123.172
256	123.236
257	123.299
258	123.363
259	123.426
260	123.489
261	123.551
262	123.614
263	123.676
264	123.738
265	123.799
266	123.861
267	123.922
268	123.983
269	124.044
270	124.104
271	124.164
272	124.224
273	124.284
274	124.344
275	124.403
276	124.463
277	124.522
278	124.581
279	124.639
280	124.698
281	124.756
282	124.814
283	124.872
284	124.929
285	124.987
286	125.044
287	125.101
288	125.158
289	125.214
290	125.271
291	125.327
292	125.383
293	125.439
294	125.495
295	125.55
296	125.606
297	125.661
298	125.716
299	125.77
300	125.825
301	125.879
302	125.934
303	125.988
304	126.042
305	126.095
306	126.149
307	126.202
308	126.255
309	126.308
310	126.361
311	126.414
312	126.466
313	126.519
314	126.571
315	126.623
316	126.675
317	126.727
318	126.778
319	126.83
320	126.881
321	126.932
322	126.983
323	127.034
324	127.084
325	127.135
326	127.185
327	127.235
328	127.285
329	127.335
330	127.385
331	127.434
332	127.484
333	127.533
334	127.582
335	127.631
336	127.68
337	127.728
338	127.777
339	127.825
340	127.874
341	127.922
342	127.97
343	128.018
344	128.065
345	128.113
346	128.16
347	128.208
348	128.255
349	128.302
350	128.349
351	128.395
352	128.442
353	128.489
354	128.535
355	128.581
356	128.627
357	128.673
358	128.719
359	128.765
360	128.81
361	128.856
362	128.901
363	128.947
364	128.992
365	129.037
366	129.082
367	129.126
368	129.171
369	129.215
370	129.26
371	129.304
372	129.348
373	129.392
374	129.436
375	129.48
376	129.524
377	129.567
378	129.611
379	129.654
380	129.697
381	129.74
382	129.783
383	129.826
384	129.869
385	129.912
386	129.954
387	129.997
388	130.039
389	130.081
390	130.124
391	130.166
392	130.208
393	130.249
394	130.291
395	130.333
396	130.374
397	130.416
398	130.457
399	130.498
400	130.539
401	130.58
402	130.621
403	130.662
404	130.703
405	130.743
406	130.784
407	130.824
408	130.864
409	130.904
410	130.945
411	130.985
412	131.024
413	131.064
414	131.104
415	131.144
416	131.183
417	131.223
418	131.262
419	131.301
420	131.34
421	131.379
422	131.418
423	131.457
424	131.496
425	131.535
426	131.573
427	131.612
428	131.65
429	131.689
430	131.727
431	131.765
432	131.803
433	131.841
434	131.879
435	131.917
436	131.955
437	131.992
438	132.03
439	132.067
440	132.105
441	132.142
442	132.179
443	132.216
444	132.253
445	132.29
446	132.327
447	132.364
448	132.401
449	132.437
450	132.474
451	132.51
452	132.547
453	132.583
454	132.619
455	132.655
456	132.692
457	132.728
458	132.764
459	132.799
460	132.835
461	132.871
462	132.906
463	132.942
464	132.977
465	133.013
466	133.048
467	133.083
468	133.119
469	133.154
470	133.189
471	133.224
472	133.258
473	133.293
474	133.328
475	133.363
476	133.397
477	133.432
478	133.466
479	133.501
480	133.535
481	133.569
482	133.603
483	133.637
484	133.671
485	133.705
486	133.739
487	133.773
488	133.807
489	133.84
490	133.874
491	133.907
492	133.941
493	133.974
494	134.008
495	134.041
496	134.074
497	134.107
498	134.14
499	134.173
500	134.206
501	134.239
502	134.272
503	134.305
504	134.337
505	134.37
506	134.402
507	134.435
508	134.467
509	134.5
510	134.532
511	134.564
512	134.596
513	134.628
514	134.66
515	134.692
516	134.724
517	134.756
518	134.788
519	134.82
520	134.851
521	134.883
522	134.915
523	134.946
524	134.977
525	135.009
526	135.04
527	135.071
528	135.103
529	135.134
530	135.165
531	135.196
532	135.227
533	135.258
534	135.288
535	135.319
536	135.35
537	135.381
538	135.411
539	135.442
540	135.472
541	135.503
542	135.533
543	135.563
544	135.594
545	135.624
546	135.654
547	135.684
548	135.714
549	135.744
550	135.774
551	135.804
552	135.834
553	135.864
554	135.894
555	135.923
556	135.953
557	135.982
558	136.012
559	136.041
560	136.071
561	136.1
562	136.13
563	136.159
564	136.188
565	136.217
566	136.246
567	136.275
568	136.304
569	136.333
570	136.362
571	136.391
572	136.42
573	136.449
574	136.477
575	136.506
576	136.535
577	136.563
578	136.592
579	136.62
580	136.648
581	136.677
582	136.705
583	136.733
584	136.762
585	136.79
586	136.818
587	136.846
588	136.874
589	136.902
590	136.93
591	136.958
592	136.986
593	137.013
594	137.041
595	137.069
596	137.096
597	137.124
598	137.152
599	137.179
600	137.207
601	137.234
602	137.261
603	137.289
604	137.316
605	137.343
606	137.37
607	137.398
608	137.425
609	137.452
610	137.479
611	137.506
612	137.533
613	137.56
614	137.586
615	137.613
616	137.64
617	137.667
618	137.693
619	137.72
620	137.747
621	137.773
622	137.8
623	137.826
624	137.852
625	137.879
626	137.905
627	137.931
628	137.958
629	137.984
630	138.01
631	138.036
632	138.062
633	138.088
634	138.114
635	138.14
636	138.166
637	138.192
638	138.218
639	138.244
640	138.269
641	138.295
642	138.321
643	138.346
644	138.372
645	138.398
646	138.423
647	138.449
648	138.474
649	138.499
650	138.525
651	138.55
652	138.575
653	138.601
654	138.626
655	138.651
656	138.676
657	138.701
658	138.726
659	138.751
660	138.776
661	138.801
662	138.826
663	138.851
664	138.876
665	138.9
666	138.925
667	138.95
668	138.975
669	138.999
670	139.024
671	139.048
672	139.073
673	139.097
674	139.122
675	139.146
676	139.171
677	139.195
678	139.219
679	139.244
680	139.268
681	139.292
682	139.316
683	139.34
684	139.365
685	139.389
686	139.413
687	139.437
688	139.461
689	139.485
690	139.508
691	139.532
692	139.556
693	139.58
694	139.604
695	139.627
696	139.651
697	139.675
698	139.698
699	139.722
700	139.745
701	139.769
702	139.792
703	139.816
704	139.839
705	139.863
706	139.886
707	139.909
708	139.933
709	139.956
710	139.979
711	140.002
712	140.026
713	140.049
714	140.072
715	140.095
716	140.118
717	140.141
718	140.164
719	140.187
720	140.21
721	140.232
722	140.255
723	140.278
724	140.301
725	140.324
726	140.346
727	140.369
728	140.392
729	140.414
730	140.437
731	140.459
732	140.482
733	140.504
734	140.527
735	140.549
736	140.572
737	140.594
738	140.616
739	140.639
740	140.661
741	140.683
742	140.706
743	140.728
744	140.75
745	140.772
746	140.794
747	140.816
748	140.838
749	140.86
750	140.882
751	140.904
752	140.926
753	140.948
754	140.97
755	140.992
756	141.014
757	141.035
758	141.057
759	141.079
760	141.101
761	141.122
762	141.144
763	141.165
764	141.187
765	141.209
766	141.23
767	141.252
768	141.273
769	141.295
770	141.316
771	141.337
772	141.359
773	141.38
774	141.401
775	141.423
776	141.444
777	141.465
778	141.486
779	141.507
780	141.529
781	141.55
782	141.571
783	141.592
784	141.613
785	141.634
786	141.655
787	141.676
788	141.697
789	141.718
790	141.739
791	141.759
792	141.78
793	141.801
794	141.822
795	141.843
796	141.863
797	141.884
798	141.905
799	141.925
800	141.946
801	141.966
802	141.987
803	142.008
804	142.028
805	142.049
806	142.069
807	142.089
808	142.11
809	142.13
810	142.151
811	142.171
812	142.191
813	142.212
814	142.232
815	142.252
816	142.272
817	142.292
818	142.313
819	142.333
820	142.353
821	142.373
822	142.393
823	142.413
824	142.433
825	142.453
826	142.473
827	142.493
828	142.513
829	142.533
830	142.553
831	142.572
832	142.592
833	142.612
834	142.632
835	142.652
836	142.671
837	142.691
838	142.711
839	142.73
840	142.75
841	142.77
842	142.789
843	142.809
844	142.828
845	142.848
846	142.867
847	142.887
848	142.906
849	142.926
850	142.945
851	142.965
852	142.984
853	143.003
854	143.023
855	143.042
856	143.061
857	143.08
858	143.1
859	143.119
860	143.138
861	143.157
862	143.176
863	143.195
864	143.214
865	143.233
866	143.253
867	143.272
868	143.291
869	143.31
870	143.328
871	143.347
872	143.366
873	143.385
874	143.404
875	143.423
876	143.442
877	143.461
878	143.479
879	143.498
880	143.517
881	143.536
882	143.554
883	143.573
884	143.592
885	143.61
886	143.629
887	143.648
888	143.666
889	143.685
890	143.703
891	143.722
892	143.74
893	143.759
894	143.777
895	143.796
896	143.814
897	143.832
898	143.851
899	143.869
900	143.887
901	143.906
902	143.924
903	143.942
904	143.96
905	143.979
906	143.997
907	144.015
908	144.033
909	144.051
910	144.07
911	144.088
912	144.106
913	144.124
914	144.142
915	144.16
916	144.178
917	144.196
918	144.214
919	144.232
920	144.25
921	144.268
922	144.286
923	144.303
924	144.321
925	144.339
926	144.357
927	144.375
928	144.392
929	144.41
930	144.428
931	144.446
932	144.463
933	144.481
934	144.499
935	144.516
936	144.534
937	144.552
938	144.569
939	144.587
940	144.604
941	144.622
942	144.639
943	144.657
944	144.674
945	144.692
946	144.709
947	144.727
948	144.744
949	144.761
950	144.779
951	144.796
952	144.813
953	144.831
954	144.848
955	144.865
956	144.883
957	144.9
958	144.917
959	144.934
960	144.951
961	144.969
962	144.986
963	145.003
964	145.02
965	145.037
966	145.054
967	145.071
968	145.088
969	145.105
970	145.122
971	145.139
972	145.156
973	145.173
974	145.19
975	145.207
976	145.224
977	145.241
978	145.258
979	145.275
980	145.291
981	145.308
982	145.325
983	145.342
984	145.359
985	145.375
986	145.392
987	145.409
988	145.425
989	145.442
990	145.459
991	145.475
992	145.492
993	145.509
994	145.525
995	145.542
996	145.558
997	145.575
998	145.592
999	145.608
1000	138.267
1001	138.282
1002	138.297
1003	138.312
1004	138.328
1005	138.343
1006	138.358
1007	138.373
1008	138.388
1009	138.404
1010	138.419
1011	138.434
1012	138.449
1013	138.464
1014	138.479
1015	138.494
1016	138.509
1017	138.524
1018	138.539
1019	138.554
1020	138.569
1021	138.584
1022	138.599
1023	138.614
1024	138.629
1025	138.644
1026	138.659
1027	138.674
1028	138.689
1029	138.704
1030	138.718
1031	138.733
1032	138.748
1033	138.763
1034	138.778
1035	138.793
1036	138.807
1037	138.822
1038	138.837
1039	138.851
1040	138.866
1041	138.881
1042	138.896
1043	138.91
1044	138.925
1045	138.939
1046	138.954
1047	138.969
1048	138.983
1049	138.998
1050	139.012
1051	139.027
1052	139.042
1053	139.056
1054	139.071
1055	139.085
1056	139.1
1057	139.114
1058	139.128
1059	139.143
1060	139.157
1061	139.172
1062	139.186
1063	139.201
1064	139.215
1065	139.229
1066	139.244
1067	139.258
1068	139.272
1069	139.287
1070	139.301
1071	139.315
1072	139.329
1073	139.344
1074	139.358
1075	139.372
1076	139.386
1077	139.401
